camis,dba,boro,bin,bbl,cuisine_description
50112758,NULL,Queens,4536823,4000217501,NULL
50112760,RAJNONDAN EVENT MANAGEMENT INC. DBA: TASTE OF BANGLADESH,Queens,4441658,4097560054,NULL
50112765,KUNG FU TEA,Queens,4009055,4006250149,Coffee/Tea
50112768,CUPKINS PLAY CAFE,Queens,4135652,4060970028,Coffee/Tea
50112772,NULL,Brooklyn,3064276,3025320036,NULL
50112774,BITES OF XIAN,Manhattan,1034853,1012710068,Chinese
50112782,THREE BUCKS SALOON,Brooklyn,3332198,3016040021,NULL
50112784,ASSAIA,Brooklyn,3168979,3064470030,NULL
50112785,Bella mama Rose,Staten Island,5026619,5011540017,NULL
50112790,BISTRO BY BUTLER,Manhattan,1000000,1000690001,NULL
50112793,YUMMY BOBA DESSERTS,Brooklyn,3016146,3008570042,"Juice, Smoothies, Fruit Salads"
50112795,CAFE & SWEETS,Brooklyn,3153817,3060520021,Coffee/Tea
50112797,CON YAPA PERUVIAN RESTAURANT,Staten Island,5026787,5011660032,NULL
50112798,THE FLAT NYC,Manhattan,1015597,1008260025,NULL
50112799,NULL,Queens,4437281,4018437501,NULL
50112803,NULL,0,NULL,NULL,NULL
50112804,QUEENS BEER FACTORY,Queens,4034744,4014160041,NULL
50112809,CRAB STOP,Bronx,2063010,2048270012,Seafood
50112810,ANDY'S CAFE,Brooklyn,3337274,3072390001,Coffee/Tea
50112811,DRAGON BING,Manhattan,1090554,1003527501,NULL
50112827,NULL,Queens,NULL,4,NULL
50112828,HOT SHOTZ SPORTS BAR,Staten Island,5087039,5075330150,American
50112831,TEMPERANCE WINE BAR,Manhattan,1008362,1005270062,Tapas
50112842,AJA DUMPLINGS,Queens,4537822,4000407501,Japanese
50112851,CHA KEE,Manhattan,1001816,1001640029,Chinese
50112852,OLLIN NYC,Manhattan,1052821,1016800052,Other
50112853,MALONEY'S PUBLIC HOUSE,Queens,4207075,4096920052,Other
50112859,SL GREEN REALTY CORP (28 Floor),Manhattan,NULL,1,American
50112860,NULL,Manhattan,1001701,1001620028,NULL
50112861,NULL,Brooklyn,3139117,3056720009,NULL
50112862,LULU'S PIZZA,Queens,4559042,4018610001,Pizza
50112864,YUM BAO,Brooklyn,3138135,3056510009,Chinese
50112865,HAN BIN YUAN,Queens,4112293,4049740039,Asian/Asian Fusion
50112867,NULL,Manhattan,1038254,1013237501,NULL
50112870,NULL,Manhattan,1017907,1008750003,NULL
50112881,BAY HOUSE ASIAN BISTRO,Staten Island,NULL,5,NULL
50112884,BAGEL BOSS,Manhattan,1007922,1005090026,Other
50112892,FRESCA BOWL & POKE MAHI,Manhattan,1020153,1009150027,NULL
50112893,AUBI & RAMSA,Manhattan,1012187,1006440038,NULL
50112894,FRESCA BOWL & POKE MAHI,Manhattan,1018467,1008870023,NULL
50112898,Beta Salads,Manhattan,1036185,1013000001,Sandwiches/Salads/Mixed Buffet
50112904,AS YOU ARE,Brooklyn,3000000,3001720005,American
50112907,TEA OR ME,Brooklyn,3142362,3057570041,Coffee/Tea
50112916,RESTAURANT OAXAQUENO,Bronx,2015500,2032530001,Mexican
50112918,SOFRITO AL PUNTO RESTAURANT,Brooklyn,3133458,3055450047,Spanish
50112919,PROPAGANDA,Brooklyn,3063251,3024300026,NULL
50112920,LE PAIN QUOTIDIEN,Manhattan,1024922,1010300058,Bakery Products/Desserts
50112921,SOMEWHERE NOWHERE,Manhattan,1014986,1008000049,NULL
50112922,SOBOL,Queens,4137547,4062370018,"Juice, Smoothies, Fruit Salads"
50112924,CREPE STOP,Staten Island,5053576,5036970011,NULL
50112925,GAZAB,Manhattan,1005424,1004120062,Indian
50112928,MARVELOUS BY FRED,Manhattan,1015255,1008130031,Bakery Products/Desserts
50112929,NULL,Staten Island,5156994,5016850078,NULL
50112930,Mr. Crab,Queens,4034557,4014130036,NULL
50112932,RUBBER N' ROAD,Manhattan,1026709,1010600160,Other
50112933,DUNKIN DONUTS,Manhattan,1036893,1013110061,Donuts
50112937,THE RABBIT HOLE,Queens,4010407,4006560035,NULL
50112938,MANHATTANVILLE MARKET,Manhattan,1089936,1019960023,American
50112948,Wingstop,Queens,4197020,4093800001,Chicken
50112960,CAFE CHINA,Manhattan,1015957,1008390008,NULL
50112968,DELICE MACARONS,Manhattan,NULL,NULL,Bakery Products/Desserts
50112974,TAVERN ON READE,Manhattan,1001625,1001490003,American
50112977,NULL,Queens,4540143,4050207503,NULL
50112985,NULL,Bronx,2007669,2028070059,NULL
50112987,SAN FRANCISCO JUICES & FRUITS,Manhattan,1062996,1021250027,"Juice, Smoothies, Fruit Salads"
50112989,MARZ RESTAURANT & GRILL,Queens,4263725,4121690002,NULL
50112991,SUSHI BY M,Manhattan,1006205,1004460008,NULL
50112992,NULL,Bronx,2016774,2032930001,NULL
50112993,NULL,0,NULL,NULL,NULL
50113001,PAQUITA,Manhattan,1011136,1006190014,NULL
50113002,NULL,Queens,4008767,4006210036,NULL
50113011,MORITZ,Brooklyn,3397861,3001497501,German
50113012,SOUP DAY,Queens,4439961,4049720052,Soups/Salads/Sandwiches
50113013,NULL,Queens,NULL,4,NULL
50113015,JERRELL'S BETR BRGR,Manhattan,1088003,1004770064,Vegan
50113016,NULL,Brooklyn,3245413,3087070452,NULL
50113027,NULL,Manhattan,1054554,1017840004,NULL
50113036,BESSEMER TRUST CAFE,Manhattan,1022709,1010030029,NULL
50113037,SHORTY'S,Manhattan,1019773,1009040012,American
50113042,DRAGON TOWN,Manhattan,1052211,1016390038,Chinese
50113043,NULL,Brooklyn,3338080,3016720042,NULL
50113046,NULL,Queens,4112276,4049730016,NULL
50113047,TO BE THAI,Brooklyn,3125302,3053530100,Thai
50113054,KOTHA GRILL AND KABAB RESTAURANT,Queens,4462992,4012720036,NULL
50113058,FORK AND KEY,Manhattan,1059643,1019700073,Soul Food
50113061,ARAMARK @ ACCENTURE #19261,Manhattan,1000000,1007290060,American
50113062,NULL,Brooklyn,3033178,3012750007,NULL
50113063,KK ONE BUFFET,Brooklyn,3215796,3077820025,NULL
50113065,VALENCIA BAKERY,Manhattan,1051917,1016310025,NULL
50113068,Sabrosito Restaurant & Bar,Bronx,2120098,2051410006,NULL
50113069,BUDDHA-BAR NEWYORK,Manhattan,1001607,1001477509,NULL
50113072,TWIN DONUTS,Bronx,2014361,2032000020,American
50113081,THE SWEET HUT,Staten Island,5039658,5024000180,Coffee/Tea
50113084,HAAGEN DAZS/CINNABON,Brooklyn,3000076,3000350009,Frozen Desserts
50113085,W NEW YORK - UNION SQUARE,Manhattan,1080799,1008730001,Coffee/Tea
50113087,AYAT,Brooklyn,3153076,3060330040,Middle Eastern
50113094,NULL,Manhattan,1062854,1021200008,NULL
50113100,NULL,Manhattan,1078371,1014360026,NULL
50113102,OHKAMI RAMEN,Staten Island,5073228,5055050008,Japanese
50113104,BLU SEAFOOD RESTAURANT & BAR,Queens,4442298,4131020010,Seafood
50113110,NULL,Queens,4112269,4049727501,NULL
50113112,JOY LOVE CLUB,Manhattan,1014099,1007710075,NULL
50113113,PANDA CHINESE RESTAURANT,Queens,4075518,4031840007,Chinese
50113114,SUSHI 456,Manhattan,1077816,1005847501,Japanese
50113115,NULL,Manhattan,1018177,1008830044,NULL
50113116,K-BUNSIK,Queens,4444999,4052750001,Korean
50113118,NULL,Bronx,2007693,2028080082,NULL
50113120,NULL,Manhattan,1061060,1020510060,NULL
50113122,NULL,Manhattan,1081482,1011430049,NULL
50113134,EL FOCO ROJO,Queens,4037070,4015020046,Mexican
50113136,161 DELI & GRILL,Queens,4208855,4097570047,Sandwiches/Salads/Mixed Buffet
50113137,Sheza Coffee House,Bronx,2085482,2058800703,Coffee/Tea
50113139,98K,Brooklyn,3166902,3063750038,Chicken
50113141,CROWN FRIED CHICKEN,Brooklyn,3251624,3019970043,Chicken
50113142,NULL,Manhattan,1008223,1005227501,NULL
50113143,HUNGRY GHOST,Manhattan,1010182,1005910009,NULL
50113147,NULL,Queens,4207011,4096880017,NULL
50113148,NULL,Manhattan,1085805,1011710129,NULL
50113149,LE PAIN QUOTIDIEN,Manhattan,1015266,1008140019,Bakery Products/Desserts
50113150,IPIZZA,Manhattan,1026604,1010580032,NULL
50113152,G & M CARIBBEAN RESTAURANT,Queens,4287997,4135490001,Caribbean
50113153,Sake Bar Hagi,Manhattan,1024816,1010230006,Japanese
50113154,CHROME 101,Queens,4188650,4090710116,Spanish
50113158,NULL,0,NULL,NULL,NULL
50113159,NULL,Queens,4084723,4035250050,NULL
50113163,INDAY 1NYP,Manhattan,1000005,1000047501,NULL
50113164,CIELO RISTORANTE,Staten Island,5107518,5033260052,Italian
50113167,CHEESY KOSHER,Brooklyn,3060847,3022190035,Jewish/Kosher
50113168,AZTECA BAKERY,Bronx,2024782,2037650038,Bakery Products/Desserts
50113170,DUE FRATELLI FOREST HILLS,Queens,4075147,4031710028,American
50113175,BRONSON'S BURGERS,Manhattan,1007494,1004940014,American
50113179,NULL,Brooklyn,3348359,3024000009,NULL
50113185,NULL,Queens,4534816,4049787501,NULL
50113187,DOG DAY AFTERNOON,Brooklyn,3016584,3008700041,Hotdogs
50113192,NULL,Brooklyn,3399392,3015820019,NULL
50113195,GREAT WALL,Manhattan,1064298,1021770100,Chinese
50113196,JUICY KING CRAB EXPRESS,Brooklyn,3080963,3035150035,Other
50113198,SENG SEAFOOD RESTAURANT,Manhattan,1003423,1002800040,Seafood
50113199,PIG BEACH,Queens,4009599,4006400004,NULL
50113201,EL RANCHO,Queens,4192040,4092010039,NULL
50113202,WOLFNIGHTS,Manhattan,1056518,1018730052,Sandwiches/Salads/Mixed Buffet
50113208,NULL,Queens,4112480,4049780074,NULL
50113209,SA'TACOS,Manhattan,1064935,1022370008,Mexican
50113210,FLAME,Manhattan,1019871,1009080004,Asian/Asian Fusion
50113211,BONDI SUSHI,Manhattan,1042464,1014017501,Japanese
50113213,GUAC TIME,Manhattan,1014658,1007930035,Mexican
50113214,CHIP CITY,Manhattan,1076262,1012657501,Bakery Products/Desserts
50113215,NULL,Brooklyn,3200479,3073670036,NULL
50113216,NULL,Bronx,NULL,2,NULL
50113217,ARI SUSHI,Manhattan,1026369,1010530036,Asian/Asian Fusion
50113218,THE SHAKESPEARE,Manhattan,1017241,1008680051,NULL
50113220,Harlemshake Park Slope,Brooklyn,3019198,3009440010,Hamburgers
50113222,SAVOR COFFEE AND MORE,Bronx,2103645,2057960158,NULL
50113223,NULL,Manhattan,1054554,1017840004,NULL
50113224,St Jardim,Manhattan,1078129,1006110001,American
50113226,NULL,Manhattan,1014986,1008000049,NULL
50113228,SANDY JACK'S,Brooklyn,3017371,3008910005,Other
50113235,G SUSHI,Brooklyn,3146522,3058910013,Japanese
50113237,ORCHIDEA SPARKS,Brooklyn,3131206,3054980043,NULL
50113240,3 TIMES,Manhattan,1077806,1000077501,Asian/Asian Fusion
50113245,STATEN ISLAND SLICE,Staten Island,5093269,5036570007,Pizza
50113249,HUGE THAI,Brooklyn,3002829,3002790020,Thai
50113252,PULLEY COFFEE BAR,Manhattan,1012541,1007130001,NULL
50113253,CAFE RESTAURANT EL PARCE,Queens,4083002,4034700024,Bakery Products/Desserts
50113255,LIA FISH MARKET,Bronx,2001504,2023830005,Seafood
50113257,NULL,Queens,4119276,4052720001,NULL
50113258,CODDIWOMPLE,Manhattan,1025233,1010430002,NULL
50113259,Yin Ji Chang Fen Flushing,Queens,4439967,4049720152,NULL
50113260,Fat Puppies,Queens,4002777,4002000039,NULL
50113261,NULL,Manhattan,1077211,1005550021,NULL
50113268,EL ASTILLERO RESTAURANT,Brooklyn,3010928,3007280042,Spanish
50113275,CHORUS KARAOKE LOUNGE,Manhattan,1015847,1008340026,Other
50113276,REVEL & RYE / BROADWAY LOUNGE / M CLUB,Manhattan,1024727,1010170029,American
50113279,ROSE LANE,Manhattan,1035251,1012740011,NULL
50113280,SALMA LEBANESE RESTAURANT,Manhattan,1006498,1004540045,Lebanese
50113281,DARLING,Manhattan,1035251,1012740011,NULL
50113284,SPRINGHILL SUITES,Queens,4206344,4096200045,NULL
50113299,BAYA BA,Staten Island,5073924,5055910049,"Juice, Smoothies, Fruit Salads"
50113302,Energy Protein Spot,Queens,4082737,4034610025,NULL
50113305,NULL,Brooklyn,3185456,3068620038,NULL
50113307,CHRIS'S KITCHEN,Manhattan,1051493,1016080017,American
50113311,NULL,Queens,4113546,4050190005,NULL
50113312,NULL,0,NULL,NULL,NULL
50113315,NULL,Brooklyn,3153491,3060440039,NULL
50113318,NULL,Brooklyn,3021601,3009930036,NULL
50113322,3 TIMES,Manhattan,1009001,1005570017,Asian/Asian Fusion
50113325,EXOTIC COFFEE,Bronx,2009714,2029310094,Coffee/Tea
50113326,FORTUNE,Queens,4073138,4031090032,Jewish/Kosher
50113327,THE SPOT,Manhattan,1026926,1010720032,NULL
50113329,NULL,Queens,4211689,4098970009,NULL
50113330,NULL,Queens,4000000,4028030023,NULL
50113335,CYC GRACE CHINESE FOOD,Brooklyn,3071287,3030710003,Chinese
50113338,NULL,Queens,4011118,4006780035,NULL
50113339,THE MOST HIGH,Brooklyn,NULL,3,Coffee/Tea
50113340,JUICERY HARLEM,Manhattan,1053712,1017260069,Other
50113342,KINGS,Brooklyn,3089387,3040240045,NULL
50113356,POETICA COFFEE,Brooklyn,3338151,3027610034,Coffee/Tea
50113358,NULL,Queens,NULL,4,NULL
50113359,SPECIAL RESTAURANT,Brooklyn,3143615,3057850065,Chinese
50113360,MERCY MANHATTAN CAFE,Manhattan,1015867,1000000000,American
50113361,FELICE,Manhattan,1029887,1011430031,NULL
50113364,1ST AVE DORM,Manhattan,1020438,1009230031,NULL
50113369,TAMARA'S JAMAICAN RESTAURANT,Brooklyn,3094943,3042280017,Caribbean
50113372,ROSA'S PIZZA,Manhattan,1015193,1008090003,Pizza
50113374,INGO,Manhattan,1089024,1012950033,American
50113376,CEVIS LOUISIANA,Queens,4184324,4089350001,Other
50113379,PLAZA CAFE,Bronx,2098298,2028380001,American
50113384,GREEN LEAF ASIAN FOOD LIN,Queens,4312145,4036670356,NULL
50113386,MCDONALD'S,Brooklyn,3053216,3018480012,American
50113387,NULL,Bronx,2000793,2023200045,NULL
50113390,BREAKFAST BY SALTS CURE,Manhattan,NULL,NULL,American
50113391,Maggie Halls Bar,Queens,4009126,4006260143,Bottled Beverages
50113394,CHELSEA BAGEL & PIZZERIA,Manhattan,1078716,1008630048,American
50113395,NULL,Brooklyn,3008680,3005850036,NULL
50113397,EMBASSY SUITES,Manhattan,1090374,1008387502,American
50113399,YEMENI HOUSE RESTAURANT & BAKERY,Brooklyn,3147413,3059090039,Middle Eastern
50113400,JOLLIBEE,Queens,4215616,4101010003,Asian/Asian Fusion
50113401,BROOKLYN MUSIC KITCHEN,Brooklyn,3322370,3019010181,NULL
50113402,EL TIPICO RESTAURANT,Brooklyn,3087634,3039380033,NULL
50113403,Home Made by Miriam,Manhattan,1082032,1001370001,Other
50113404,ALL'ANPICO DINAIO,Manhattan,1081653,1010360036,NULL
50113405,NULL,Brooklyn,3179568,3067060044,NULL
50113406,SPES,Manhattan,1006007,1004400053,Italian
50113409,LA CHACRA,Brooklyn,3069361,3027800028,Peruvian
50113410,THE MARY LANE,Manhattan,1011368,1006240001,American
50113413,FOOTPRINTS,Brooklyn,3053936,3018660028,Caribbean
50113418,MANO'S PIZZERIA,Queens,4434070,4033700040,Pizza
50113419,BACK HOME BAKERY,Brooklyn,3109473,3048890010,Other
50113422,BEIJING STYLE BBQ,Queens,4117063,4051830001,Chinese
50113423,HAPPY GARDEN,Brooklyn,3071346,3030790028,Chinese
50113424,Black Nile Cajun Soul Food,0,NULL,NULL,NULL
50113425,PIZZA MIA,Staten Island,5095365,5028490001,Pizza
50113426,H&H BAGELS,Manhattan,1084820,1007550040,NULL
50113428,CCS,Manhattan,1003299,1002760021,NULL
50113438,CADENCE II,Manhattan,1005788,1004340025,NULL
50113444,NULL,Manhattan,1088961,1007027501,NULL
50113446,SUSHI DAIRO,Manhattan,1017882,1008747501,Pizza
50113447,COCO NYC INC,Queens,4119544,4052850001,NULL
50113454,VIVI BUBBLE TEA,Manhattan,1068238,1007987502,Coffee/Tea
50113458,WHITESTONE BELL,Queens,4120453,4053350073,NULL
50113466,99 Deli Supermarket,Queens,4431593,4017640017,NULL
50113470,DSTRKT COFFEE INC.,Brooklyn,3067753,3027050021,NULL
50113471,NULL,Bronx,2000793,2023200045,NULL
50113482,VENCHI,Manhattan,1010085,1005890048,Not Listed/Not Applicable
50113496,THE POINT AFRICAN RESTAURANT,Bronx,2013299,2031420070,African
50113500,NULL,Manhattan,1054246,1017540058,NULL
50113503,THE SANDWICH SHOP,Brooklyn,3331617,3027870019,Sandwiches
50113510,BEST WINGS & PIZZA,Brooklyn,3083886,3037260005,Chicken
50113513,DOLCE FANTASIA,Staten Island,5150928,5075110001,Italian
50113520,GRIDDLE CAFE & DELI,Queens,4003558,4002910038,Sandwiches/Salads/Mixed Buffet
50113521,DUE FRATELLI PIZZA,Brooklyn,3049700,3017820036,NULL
50113522,VIDAL'S CAFE,Brooklyn,3329441,3001600007,American
50113523,CC RESTAURANT,Queens,4218128,4102350346,Other
50113524,NULL,Queens,4540143,4050207503,NULL
50113532,OFF THE HOOK FISH AND GRITS,Brooklyn,3097716,3043590028,Seafood
50113539,MackaTree,Brooklyn,3046354,3016640006,NULL
50113547,SIMO PIZZA,Manhattan,1083156,1005620001,Italian
50113553,POKE BOWL,Manhattan,1000038,1000110021,Hawaiian
50113559,NULL,Manhattan,1090554,1003527501,NULL
50113560,SWEET ANNIE'S BAR AND EATERY,Manhattan,1039780,1013450002,American
50113564,DOMINO'S,Staten Island,5128526,5032240014,Pizza
50113566,NULL,Manhattan,1026047,1010480001,NULL
50113567,NULL,Manhattan,1083026,1007810002,NULL
50113569,HELL'S KITCHEN PIZZA,Manhattan,1025120,1010380062,NULL
50113571,WHEELHOUSE,Brooklyn,3073556,3032350007,Sandwiches
50113576,NULL,Brooklyn,3051900,3018280003,NULL
50113580,NULL,Queens,4036228,4014720001,NULL
50113589,375 CHICKEN N FRIES,Manhattan,1083774,1010550031,Chicken
50113591,NULL,Queens,4042725,4017210006,NULL
50113592,KUNG FU TEA,Queens,4607340,4086680108,"Juice, Smoothies, Fruit Salads"
50113596,NULL,Manhattan,1090554,1003527501,NULL
50113603,EL MEXICANO RESTAURANTE AND CAFE,Brooklyn,3167094,3063810037,Mexican
50113606,BK PIZZA,Brooklyn,3146341,3058860044,NULL
50113607,MR. SUN,Manhattan,1034498,1012630061,Chinese
50113608,BIRDIES HOT CHICKEN,Brooklyn,3069636,3027900018,NULL
50113609,NULL,Bronx,2005206,2026900100,NULL
50113612,ELLA'S CAFE,Manhattan,1044075,1014310021,Coffee/Tea
50113613,PLANET TACO,Manhattan,1026603,1010580031,Mexican
50113614,SHIRAZI KEBAB HOUSE,Queens,4152787,4070720001,Afghan
50113618,MR. POLLO #2,Queens,4102668,4045170001,Spanish
50113619,Moko,Manhattan,1006361,1004500005,NULL
50113630,NULL,Manhattan,1062077,1020810001,NULL
50113632,NULL,Manhattan,1001050,1000537501,NULL
50113634,ABC EATS,Queens,4596261,4000720073,Asian/Asian Fusion
50113635,Club Evolution,Queens,4029880,4012870037,Bottled Beverages
50113637,FRESH TAKE ON LIFE,Bronx,2046946,2042090015,American
50113641,TACO BELL,Queens,4061366,4027470048,Tex-Mex
50113648,FENG SHUN CHANGE 1979 INC,Manhattan,1051401,1015940050,NULL
50113652,NULL,Brooklyn,3424339,3018937504,NULL
50113653,NULL,Brooklyn,3071585,3031180016,NULL
50113655,SWEETIE,Manhattan,1005764,1004327501,NULL
50113656,ASTORIA NO. 1 FLOWER DRUM HOUSE,Queens,4017400,4008380115,Chinese
50113658,STEAK & HOAGIES,Manhattan,1051612,1016160020,Chinese
50113660,NULL,Staten Island,5112655,5029210006,NULL
50113664,EFFYS CAFE,Manhattan,1051363,1015850051,NULL
50113667,JIN WAN,Manhattan,1003793,1002930028,NULL
50113674,NULL,Bronx,2083997,2057720001,NULL
50113677,KETTL TEA,Brooklyn,3064793,3025620017,NULL
50113679,TOWNEPLACE SUITES BY MARRIOTT,Brooklyn,3378226,3004410042,NULL
50113681,NULL,Manhattan,1007354,1004890018,NULL
50113693,DAILY DOSE JUICE BAR,Brooklyn,3023160,3010280037,"Juice, Smoothies, Fruit Salads"
50113694,NIMA LGF,Manhattan,1088333,1003457502,NULL
50113695,DUNKIN',Manhattan,1081536,1007650001,Donuts
50113697,NULL,Brooklyn,3071289,3030710005,NULL
50113701,BLANK STREET,Brooklyn,3062396,3023580001,NULL
50113703,NULL,Brooklyn,3171268,3065310006,NULL
50113704,HEMO'S SPOT,Brooklyn,3021390,3009880009,NULL
50113705,NULL,Brooklyn,3337033,3025570024,NULL
50113709,BEST DAMN COOKIES,Manhattan,1090554,1003527501,Bakery Products/Desserts
50113710,Kiss My Slice,Manhattan,1040535,1013690001,NULL
50113722,NULL,Queens,4117221,4051920034,NULL
50113723,NULL,Queens,4112384,4049770161,NULL
50113725,NULL,Queens,4082476,4034520034,NULL
50113730,NULL,Staten Island,5150928,5075110001,NULL
50113733,VOILA CREPES & WAFFLES,Manhattan,1007186,1004800033,Sandwiches/Salads/Mixed Buffet
50113739,88 SZECHUAN CUISINE,Queens,4172803,4083360001,Chinese
50113740,NULL,Manhattan,1084401,1021740066,NULL
50113744,PAQ'S TAKE OUT,Manhattan,1006380,1004500030,Mexican
50113746,NULL,Brooklyn,3139409,3056770010,NULL
50113747,NOAHS KITCHEN,Brooklyn,3182312,3067740051,NULL
50113784,SHEIKH SHACK,Queens,4152344,4070380013,NULL
50113808,NULL,Queens,4051678,4021710001,NULL
50113817,NULL,Manhattan,1062910,1021220001,NULL
50113843,RAKU JAPAN,Queens,4036224,4014710001,Japanese
50113854,YOONGKAO THAI,Manhattan,1020154,1009150028,Thai
50113864,JFD SUSHI RESTAURANT,Manhattan,1050100,1015510050,NULL
50113866,GROVE 34,Queens,4008998,4006240108,Other
50113868,DAILY PROVISIONS,Manhattan,1008394,1005280037,NULL
50113870,GEORGE'S DINER & CAFE,Bronx,2094931,2039700001,American
50113871,BLUE & WHITE RESTAURANT HOLDING GROUP INC.,Brooklyn,3000386,3001510015,NULL
50113925,BAD HABITS,Queens,4008406,4006140008,NULL
50113932,EIM-AROY,Queens,4135001,4060740034,NULL
50113948,HELLO YUMMY,Manhattan,1008832,1005480001,NULL
50113951,LA PATRONA,Bronx,2004122,2026030007,Mexican
50113957,BK BURRITO MEXICAN FOOD,Brooklyn,3135241,3055840040,Other
50113960,JOE & THE JUICE,Manhattan,1015683,1008290022,Coffee/Tea
50113961,POPEYES,Brooklyn,3064746,3025590007,Chicken
50113973,BELLA UNION,Manhattan,1019911,1009090054,American
50113974,CHILL'D TASTE THAI,Queens,4151757,4070030025,NULL
50113976,CHICKEN-N-WAFFLE,Manhattan,1013000,1007370038,American
50113977,GOOD TASTE FLATLANDS,Brooklyn,3426314,3077630041,Creole
50113979,NULL,Queens,4044322,4017690063,NULL
50113981,DING BIAN HU INC,Queens,4312192,4050420035,Chinese
50113982,SWEETGREEN 52ND + LEX,Manhattan,1036467,1013070023,Salads
50113984,EVERETT LIBRARY CAFÉ,Manhattan,1088704,1019750001,Coffee/Tea
50113985,NULL,Bronx,2023533,2037160036,NULL
50113986,SWEETGREEN DOWNTOWN BROOKLYN,Brooklyn,3424451,3001450022,NULL
50113987,SOPHIES BISTRO,Brooklyn,3175207,3066170034,Jewish/Kosher
50113988,SWEETGREEN WORLD TRADE CENTER,Manhattan,1088797,1000580001,NULL
50113990,TRUEDAN,Manhattan,1006937,1004700031,Coffee/Tea
50113991,GRACE DODGE CAFE,Manhattan,1088704,1019750001,American
50113992,PICH RESTAURANT AND LOUNGE,Brooklyn,3116177,3050630051,Caribbean
50113996,CHINA WOK,Brooklyn,3236237,3083800006,Chinese
50113997,LA CABRA,Manhattan,1006403,1004510004,Bakery Products/Desserts
50114000,VEGAN ON THE FLY,Manhattan,1034233,1012607501,Vegan
50114004,HABIBI HALAL GYRO,Brooklyn,3118143,3051410001,NULL
50114007,XING FU TANG,Manhattan,1006748,1004647503,NULL
50114008,TACO MIX,Brooklyn,3398687,3006950020,Spanish
50114013,CAFE SKYE,Manhattan,1004223,1003490020,American
50114016,BALLER CHILL SPOT,Brooklyn,3109322,3048860001,American
50114018,NULL,Brooklyn,3029952,3012050001,NULL
50114020,2415 JUST HEALTHY,Brooklyn,3336721,3073430075,Other
50114031,NULL,Manhattan,1076021,1005147502,NULL
50114035,TASCA,Manhattan,1031292,1011980003,NULL
50114037,ALOHA SUSHI BAR,Brooklyn,3058329,3020730028,Seafood
50114038,ROSA MEXICANO,Manhattan,1038529,1013260021,NULL
50114054,MAH-ZE-DAHR BAKERY,Manhattan,1036474,1013087501,NULL
50114057,AMIN'S FRIED CHICKEN,Staten Island,5043475,5028840042,Chicken
50114058,WING SPOTS,Queens,4048550,4019740046,Chicken
50114059,2M DELI,Bronx,2000740,2023150013,Latin American
50114062,BK LOBSTER FLATBUSH LLC,Brooklyn,3115048,3050340005,NULL
50114065,EL VALLE 46 RESTAURANT,Manhattan,1054984,1018220024,Latin American
50114068,NULL,Manhattan,1081691,1009550005,NULL
50114069,TRISTANO'S PIZZA & RESTAURANT,Brooklyn,3000000,3072737501,Other
50114075,Aladdin Grill and Rice,Manhattan,1064276,1021760115,Mediterranean
50114079,NULL,Brooklyn,3326830,3084700055,NULL
50114080,SEA N SOUL,Bronx,2095194,2052800001,NULL
50114084,FASANO FIFTH AVENUE BAR,Manhattan,1040917,1013770071,Italian
50114086,GASTRONOME,Manhattan,1018473,1008880020,NULL
50114087,LELLO'S PIZZA,Brooklyn,3213307,3077240042,NULL
50114088,NEW OPEN KITCHEN,Manhattan,1017083,1008630029,NULL
50114089,THE BEAN,Manhattan,1006764,1004650001,Coffee/Tea
50114090,NULL,Manhattan,1009099,1005617501,NULL
50114091,IHOP 3720,Queens,4016921,4008310001,NULL
50114093,LENNY'S PIZZA,Brooklyn,3108558,3048690026,Pizza
50114094,NAVA SEAFOOD,Manhattan,1063680,1021540082,Latin American
50114096,PARTNERS COFFEE,Queens,4005139,4004330002,American
50114100,LENNYS PIZZERIA,Brooklyn,3035058,3013200044,Other
50114102,CHEZ VENUS RESTAURANT,Brooklyn,3222229,3079460046,Creole
50114109,2 BROS PIZZA / CARMENS KITCHEN,Manhattan,1001200,1000787505,NULL
50114111,92 Chicken,Queens,4113279,4050090001,Chicken
50114112,VALENTINE'S PIZZA,Brooklyn,3050322,3017970003,Pizza
50114115,TYRONE GREEN,Manhattan,1024989,1010350012,NULL
50114127,JING FONG RESTAURANT,Manhattan,1003059,1002350001,Chinese
50114145,Biao Sugar,Queens,4615628,4004200001,Coffee/Tea
50114154,NUTRICION PILAR,Bronx,2013917,2031730064,Coffee/Tea
50114158,Chili,Manhattan,1017193,1008670012,NULL
50114162,BY THE WAY BAKERY,Manhattan,1033556,1012387501,Bakery Products/Desserts
50114171,UPSIDE PIZZA,Manhattan,1017599,1008690061,Pizza
50114172,NAMI NORI,Brooklyn,3387771,3022920014,NULL
50114174,MADAME BONTE,Manhattan,1049941,1015460043,French
50114175,Saka Asian Cuisine,Queens,4145766,4067180161,NULL
50114184,FARM 2 KITCHEN,Queens,4233799,4109230005,Chicken
50114185,ISLA,Manhattan,1090631,1008400026,American
50114186,HOLE IN THE WALL,Manhattan,1084652,1008260017,American
50114194,BLUE COLLAR,Brooklyn,3005718,3003840010,Hamburgers
50114201,NULL,Brooklyn,3245985,3087320012,NULL
50114205,AI KI YA,Manhattan,1086750,1008350063,NULL
50114211,LUCKY CORNER,Brooklyn,3189086,3070220001,Asian/Asian Fusion
