camis,dba,boro,bin,bbl,cuisine_description
30075445,Test test Test test Test test Test test Test test Test test Test test Test test Test test,Bronx,2045445,2041270037,Bakery Products/Desserts
30112340,WENDY'S,Brooklyn,3029737,3011970017,Hamburgers
30191841,DJ REYNOLDS PUB AND RESTAURANT,Manhattan,1026048,1010480008,Irish
40356018,RIVIERA CATERERS,Brooklyn,3347399,3069970098,American
40356483,WILKEN'S FINE FOOD,Brooklyn,3237693,3084310041,Sandwiches
40356731,TASTE THE TROPICS ICE CREAM,Brooklyn,3112318,3049640001,Frozen Desserts
40357217,WILD ASIA,Bronx,2116700,2031200020,American
40359480,1 EAST 66TH STREET KITCHEN,Manhattan,1041159,1013810001,American
40359705,NATHAN'S FAMOUS,Brooklyn,3189660,3070740340,Hotdogs
40360045,SEUDA FOODS,Brooklyn,3177501,3066640028,Jewish/Kosher
40360076,CARVEL,Brooklyn,3124566,3053350041,Frozen Desserts
40361618,SAL'S DELI,Queens,4099345,4041740023,Sandwiches
40361998,STEVE CHU'S DELI & GROCERY,Queens,4003862,4003240031,Sandwiches
40362264,P & S DELI GROCERY,Manhattan,1082743,1012260029,American
40362274,ANGELIKA FILM CENTER,Manhattan,1008240,1005230048,American
40362432,HO MEI RESTAURANT,Queens,4043399,4017450030,Chinese
40362869,SHASHEMENE INT'L RESTAURANT,Brooklyn,3103101,3047040001,Caribbean
40363298,CAFE METRO,Manhattan,1083268,1010320029,American
40363427,BAGELS N BUNS,Staten Island,5000000,5004860001,Sandwiches
40363565,HOT BAGELS,Queens,4437624,4030690069,Bagels/Pretzels
40363834,CARVEL,Staten Island,5047319,5032270002,Frozen Desserts
40363920,NEW GOLDEN BILLION,Brooklyn,3099886,3046110006,Chinese
40364179,SPOONBREAD TOO,Manhattan,1055741,1018450003,Soul Food
40364220,KOSHER BAGEL HOLE,Brooklyn,3179615,3067070043,Jewish/Kosher
40364296,HAPPY GARDEN,Bronx,2016817,2032930106,Chinese
40364305,PHILADELPHIA GRILLE EXPRESS,Brooklyn,3156122,3061370045,Pizza
40364335,PETER LUGER STEAKHOUSE,Brooklyn,3335296,3021320021,Steakhouse
40364347,METROPOLITAN CLUB,Manhattan,1081206,1013750001,American
40364362,21 CLUB,Manhattan,1034519,1012680023,American
40364373,ISLE OF CAPRI RESTURANT,Manhattan,1041931,1013950040,Italian
40364389,OLD TOWN BAR & RESTAURANT,Manhattan,1016150,1008470034,American
40364404,POLISH NATIONAL HOME,Brooklyn,3338042,3026980020,Polish
40364439,SEVILLA RESTAURANT,Manhattan,1010824,1006110009,Latin American
40364443,CRIMINAL COURT BLDG CAFETERIA,Manhattan,1079000,1001670001,American
40364449,GOTTSCHEER HALL,Queens,4083396,4034850001,German
40364467,NYAC MAIN DINING ROOM,Manhattan,1023750,1010110001,American
40364518,7B BAR,Manhattan,1005094,1004020034,American
40364572,DONOHUE'S STEAK HOUSE,Manhattan,1042358,1013990022,Steakhouse
40364581,JUNIOR'S,Brooklyn,3000369,3001490060,American
40364668,MARCHIS RESTAURANT,Manhattan,1081628,1009120026,Italian
40364691,THE GEORGIAN SUITE KITCHEN,Manhattan,1041816,1013920001,Continental
40364715,OLD HOMESTEAD,Manhattan,1013042,1007380080,American
40364744,NEW PARK PIZZERIA & RESTAURANT,Queens,4294806,4141480033,Pizza
40364858,DOUGLASTON CLUB,Queens,4168135,4080310001,American
40364956,THE NEW STARLING ATHLETIC CLUB OF THE BRONX,Bronx,2026709,2038180011,American
40365013,CRYSTAL ROOM,Staten Island,5107511,5032810010,Italian
40365075,MCSORLEY'S OLD ALE HOUSE,Manhattan,1006695,1004630050,Irish
40365120,SOUTH SHORE SWIMMING CLUB,Staten Island,5107843,5077340050,American
40365166,CORNER BISTRO,Manhattan,1011036,1006150060,American
40365226,NOSTRAND DONUT SHOP,Brooklyn,3327739,3048690001,Donuts
40365239,DORRIAN'S RED HAND RESTAURANT,Manhattan,1049947,1015460049,Irish
40365264,LA GRENOUILLE,Manhattan,1035708,1012880006,French
40365288,KEATS RESTAURANT,Manhattan,1038769,1013370149,American
40365361,THE PRINCETON CLUB,Manhattan,1034207,1012590025,American
40365387,ARTURO'S,Manhattan,1008279,1005250064,Italian
40365499,YANKEE TAVERN,Bronx,2002983,2024830045,American
40365525,DONUT PUB,Manhattan,1013731,1007640036,Donuts
40365546,REBEN LUNCHEONETTE,Brooklyn,3063567,3024600001,American
40365577,V & T RESTAURANT,Manhattan,1056908,1018820028,Italian
40365627,JAHN'S RESTAURANT,Queens,4030010,4012920002,American
40365632,J&V FAMOUS PIZZA,Brooklyn,3133115,3055390055,Pizza
40365644,JOE ALLEN RESTAURANT,Manhattan,1025016,1010360044,American
40365726,BARBETTA RESTAURANT,Manhattan,NULL,1,Italian
40365784,GARGIULO'S RESTAURANT,Brooklyn,3339622,3070640045,Italian
40365789,PATSY'S ITALIAN RESTAURANT,Manhattan,1024883,1010270057,Italian
40365841,PARKSIDE RESTAURANT,Queens,4449610,4019940030,Italian
40365844,LAVELLE'S ADMIRAL'S CLUB,Queens,4012527,4007110001,Other
40365871,NEARY'S PUB,Manhattan,1039996,1013490131,American
40365882,NEW YORK PIZZA SUPREMA,Manhattan,1013536,1007540041,Pizza
40365904,MEE SUM CAFE,Manhattan,1001782,1001630009,Coffee/Tea
40365938,NANCY'S RESTAURANT,Queens,NULL,4,American
40365942,HOP KEE RESTAURANT,Manhattan,1001821,1001640045,Chinese
40365968,NANCY WHISKEY PUB,Manhattan,1002726,1002110016,American
40365972,BLARNEY BAR,Queens,4206762,4096760042,American
40366002,MARGHERITA PIZZA,Queens,4216196,4101510001,Pizza
40366054,HEALY'S PUB,Queens,NULL,4,American
40366109,FIFTH AVENUE BINGO,Brooklyn,3324059,3009980041,American
40366132,DENINO'S PIZZERIA TAVERN,Staten Island,5107096,5011310001,Pizza
40366154,MICHAEL'S RESTAURANT,Brooklyn,3183707,3068130034,Italian
40366222,KILLARNEY ROSE,Manhattan,1000834,1000280015,Irish
40366230,DON PEPPE,Queens,4256605,4118050047,Italian
40366356,BLARNEY CASTLE,Queens,4533648,4163500300,American
40366471,ROLL-N-ROASTER,Brooklyn,3247482,3087930063,American
40366473,TIO PEPE,Manhattan,1010145,1005900029,Seafood
40366487,BRENNAN & CARR,Brooklyn,3200248,3073620006,American
40366497,THE PUNCH BOWL,Bronx,2094716,2032710189,American
40366543,JARDIN DE CHINA REST,Queens,4043854,4017590046,Chinese
40366574,BLARNEY STONE,Manhattan,1000803,1000200004,Irish
40366586,SHIMONS KOSHER PIZZA,Queens,4143376,4066200032,Jewish/Kosher
40366652,FASCATI'S PIZZERIA,Brooklyn,3001700,3002260025,Pizza
40366661,BABY BO'S CANTINA,Manhattan,1020155,1009150029,Tex-Mex
40366711,LI GRECI'S STAATEN RESTAURANT,Staten Island,5004812,5001680064,American
40366716,SHUN LEE PALACE RESTAURANT,Manhattan,1036515,1013100027,Chinese
40366742,TAMAQUA,Brooklyn,3250140,3089460024,Bottled Beverages
40366812,CARA MIA,Queens,4166343,4079450002,Italian
40366879,LA FUSTA RESTAURANT,Queens,4000000,4015080001,Latin American
40366928,RICHMOND COUNTY COUNTRY CLUB,Staten Island,5106953,5008880018,American
40366938,LULU'S COFFEE SHOP,Bronx,2026488,2038110036,Coffee/Tea
40366961,MITCHELL'S RESTAURANT,Brooklyn,3028191,3011450004,Soul Food
40367005,DA VINCI PIZZA,Brooklyn,3133856,3055530046,Pizza
40367038,MEXICO LINDO RESTAURANT,Manhattan,1019834,1009060033,Mexican
40367161,MARINA DEL REY,Bronx,2097758,2056030014,American
40367179,TWINS PUB,Manhattan,1012848,1007310044,Irish
40367189,BROOME STREET BAR,Manhattan,1007063,1004750012,American
40367232,O'HANLON'S PUB,Queens,4017050,4008330013,Irish
40367240,CHARLIES SPORTS BAR,Queens,NULL,4,Bottled Beverages
40367241,JG MELON RESTAURANT,Manhattan,1044019,1014290001,American
40367338,"TAP ROOM, GRAB & GO",Manhattan,1023750,1010110001,American
40367339,COCKTAIL ROOM (NYAC),Manhattan,1023750,1010110001,American
40367365,THE FLAME DINER,Manhattan,1026889,1010670033,American
40367373,JACKSON HOLE,Manhattan,1043865,1014180031,Hamburgers
40367377,ZUM STAMMTISCH,Queens,4090365,4037050001,German
40367442,BUDDY'S WONDER BAR,Staten Island,5025355,5010770004,American
40367534,MR BROADWAY KOSHER RESTAURANT,Manhattan,1080609,1008130023,Jewish/Kosher
40367728,MIMIS RESTAURANT & BAR,Manhattan,1039779,1013450001,Italian
40367749,LENNY'S CLAM BAR,Queens,4442305,4141890084,Seafood
40367752,GRIFFIS FACULTY CLUB,Manhattan,1084781,1014800001,American
40367789,DANI PIZZA AND RESTAURANT,Queens,4079724,4033370092,Pizza
40367790,MCDONALD'S,Brooklyn,3117218,3051030001,Hamburgers
40367841,CAFE FIORELLO,Manhattan,1027472,1011167501,Italian
40367860,L&B SPUMONI GARDENS,Brooklyn,3336553,3071160026,Pizza
40367870,AMORE PIZZERIA & RESTAURANT,Queens,4100747,4043690001,Pizza
40368018,THE PATIO,Bronx,2116700,2031200020,American
40368021,ZOO BREWS-BRONX ZOO,Bronx,2116700,2031200020,American
40368022,GRIZZLY GROUNDS,Bronx,2116700,2031200020,Coffee/Tea
40368025,THE PECKING ORDER,Bronx,2116700,2031200020,American
40368026,SOMBA VILLAGE (BABOON CAFE),Bronx,2116700,2031200020,African
40368034,ROADHOUSE RESTAURANT,Staten Island,5016581,5006580001,Italian
40368157,ELEPHANT & CASTLE,Manhattan,1080191,1006060029,American
40368207,MILL BASIN KOSHER DELI,Brooklyn,3236236,3083800002,Jewish/Kosher
40368223,OYSTER BAR,Manhattan,1035381,1012800001,Seafood
40368271,CHERRY TAVERN,Manhattan,1005797,1004340037,Bottled Beverages
40368291,COLONNADE DINER,Staten Island,5051140,5035600001,American
40368313,RED FLAME DINER,Manhattan,1034217,1012600001,American
40368318,MAGGIES PLACE,Manhattan,1035419,1012830015,American
40368338,BRADY'S BAR,Manhattan,1048656,1015280021,American
40368374,JIMMY'S CORNER,Manhattan,1022619,1009960050,American
40368526,FROST RESTAURANT,Brooklyn,3332290,3027350030,Italian
40368555,IL CORTILE RESTAURANT,Manhattan,1002653,1002060017,Italian
40368577,DENNY'S PUB,Brooklyn,3125226,3053530001,American
40368581,MARIES CRISIS CAFE,Manhattan,1010203,1005910060,Bottled Beverages
40368632,NEW PARKWAY RESTAURANT,Brooklyn,3159954,3062210039,American
40368725,CAFE RIAZOR,Manhattan,1013798,1007660016,Spanish
40368752,RAOULS,Manhattan,1007784,1005030019,French
40368763,THE BROOK,Manhattan,1036477,1013090005,American
40368801,MARBELLA RESTAURANT,Queens,4138722,4063240020,Latin American
40368809,P.J.' S,Queens,4155094,4072060034,American
40368824,DOUBLES CLUB,Manhattan,1040751,1013740001,American
40368897,HATSUHANA RESTAURANT,Manhattan,1035435,1012840012,Japanese
40369012,VALENTINO'S PIZZA,Queens,4146994,4067930035,Pizza
40369016,VIAND COFFEE SHOP,Manhattan,1040850,1013760021,Greek
40369051,STEVE'S COFFEE SHOP,Queens,NULL,4,Coffee/Tea
40369087,BLUE BAY RESTAURANT,Bronx,2084160,2057940501,American
40369158,JODY'S CLUB,Staten Island,5169029,5002520009,American
40369165,REIF'S TAVERN,Manhattan,1050238,1015540148,American
40369213,WHITESTONE LANES,Queens,4100748,4043700015,American
40369299,SEASHORE RESTAURANT,Bronx,2100408,2056350164,Seafood
40369418,CAFFE REGGIO,Manhattan,1008746,1005430021,Italian
40369461,CAFE UN DEUX TROIS,Manhattan,1022629,1009970019,French
40369482,ARMANDO'S PIZZA,Brooklyn,3345673,3044520015,Pizza
40369521,KNICKERBOCKER BAR & GRILL,Manhattan,1009090,1005607501,American
40369608,THE RIVER CAFE,Brooklyn,3335852,3000250001,American
40369619,MUDVILLE SALOON,Manhattan,1001482,1001360019,American
40369641,JOHNNY'S REEF RESTAURANT,Bronx,2082394,2056370001,Seafood
40369667,WHITE CASTLE,Brooklyn,3251162,3014300034,Hamburgers
40369669,WHITE CASTLE,Bronx,2053784,2045140001,Hamburgers
40369675,WHITE CASTLE,Queens,4001992,4001680026,Hamburgers
40369716,FERDINANDO'S RESTAURANT,Brooklyn,3004269,3003360037,Italian
40369782,MCDONALD'S,Brooklyn,3100849,3046370035,Hamburgers
40369849,GINO'S PIZZERIA,Queens,4162212,4076100008,Pizza
40369878,VILLA MOSCONI RESTAURANT,Manhattan,1008307,1005260034,Italian
40369940,THE NEW AMITY RESTAURANT,Manhattan,1046819,1014960017,American
40369958,SPARKS STEAK HOUSE,Manhattan,1037596,1013190047,Steakhouse
40369983,THE DART SPORTS BAR,Queens,4145714,4067170104,American
40370015,BAMONTE'S RESTAURANT,Brooklyn,3068243,3027410013,Italian
40370150,JOHN MULLIGAN'S FIRESIDE PUB,Bronx,2019371,2033840001,American
40370167,BURGER KING,Queens,4160989,4074740016,Hamburgers
40370168,EAR INN,Manhattan,1010344,1005950071,American
40370238,BURGER KING,Queens,4026245,4011640045,Hamburgers
40370436,ROSSINI'S,Manhattan,1019118,1008930082,Italian
40370463,THREE GUY'S RESTAURANT,Manhattan,1041694,1013900017,American
40370507,THE PLAYERS,Manhattan,1017938,1008750069,American
40370766,SMITH & WOLLENSKY,Manhattan,1038223,1013230001,American
40370781,MCDONALD'S,Queens,4107760,4047580100,Hamburgers
40370856,OLIVE TREE CAFE & COMEDY CELLAR,Manhattan,1008747,1005430022,American
40370939,MANDUCATIS,Queens,4436618,4000570001,Italian
40371454,WEST BANK CAFE,Manhattan,1083745,1010520001,American
40371614,LA BARAKA RESTAURANT,Queens,4169568,4081390049,French
40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,3128989,3054480010,Jewish/Kosher
40371718,ZAFI'S LUNCHEONETTE,Manhattan,1004065,1003310065,American
40371727,LA PALINA RESTAURANT,Brooklyn,3173432,3065800034,Italian
40371805,TY'S,Manhattan,1010036,1005880048,Bottled Beverages
40371906,MARINER INN,Brooklyn,3240112,3085020010,American
40371988,NORTH SHORE DINER,Queens,4124565,4055200025,American
40372112,GREEN HOUSE CAFE,Brooklyn,3149778,3059600005,American
40372196,MCDONALD'S,Bronx,2079915,2055430086,Hamburgers
40372262,LA RIPAILLE RESTAURANT,Manhattan,1011371,1006240017,French
40372357,MARINA CAFE,Staten Island,5066187,5052070039,Italian
40372417,DON FILIPPO RESTAURANT,Manhattan,1043268,1014130153,Italian
40372422,BURGER KING,Queens,4050127,4020750050,Hamburgers
40372426,DAZIES RESTAURANT,Queens,4002508,4001900044,Italian
40372445,OMONIA CAFE,Queens,4008332,4006120040,Greek
40372466,"MURALS ON 54, RANDOLPH'S",Manhattan,1034786,1012700001,American
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,Brooklyn,3248376,3088270025,American
40372596,TROPICAL HOUSE BAKING CO.,Brooklyn,3037312,3013900005,Bakery Products/Desserts
40372618,BURGER KING,Queens,4266764,4123100001,Hamburgers
40372631,YANKEE JZ PIZZA,Bronx,2025317,2037760001,Pizza
40372694,CLINTON RESTAURANT,Queens,4102818,4045260080,Italian
40372971,RACQUET & TENNIS CLUB,Manhattan,1035713,1012880033,American
40373113,ASTRO RESTAURANT,Manhattan,1023394,1010080029,American
40373118,GOLDEN DOVE DINER,Staten Island,5073736,5055330038,American
40373160,KORNER PIZZERIA,Brooklyn,3124589,3053350078,Pizza
40373462,VILLA BERULIA,Manhattan,1078763,1008900001,Italian
40373500,VICTOR'S CAFE,Manhattan,1080858,1010230051,Latin American
40373597,PETES PIZZERIA & RESTAURANT,Brooklyn,3148686,3059390047,Pizza
40373656,KEENS STEAKHOUSE,Manhattan,1083645,1008370084,Steakhouse
40373669,BuBo,Manhattan,1020177,1009150065,American
40373794,READY PENNY INN,Queens,4029796,4012847501,Irish
40373888,IL MULINO,Manhattan,1008673,1005390017,Italian
40373909,MCDONALD'S,Brooklyn,3221965,3079160035,Hamburgers
40373912,THE MALT HOUSE,Manhattan,1077847,1005370037,American
40373937,SHUN LEE,Manhattan,1028160,1011180005,Chinese
40374088,PONGSRI THAI RESTAURANT,Manhattan,1024765,1010190059,Thai
40374136,TONY'S PIER RESTAURANT,Bronx,2097766,2056240130,Seafood
40374192,ELIO'S,Manhattan,1048737,1015300022,Italian
40374266,KASTELI II,Manhattan,1014275,1007780074,Irish
40374277,MOLLY WEE PUB,Manhattan,1014332,1007800001,Irish
40374395,EL CARIBE,Brooklyn,3238580,3084701028,Italian
40374415,OMEN JAPANESE CUISINE,Manhattan,1007787,1005030023,Japanese
40374711,ROSIE O'GRADY RESTAURANT,Manhattan,1024827,1010240029,Irish
40374814,EUROPA BAR,Queens,4213954,4099930018,American
40374834,CASA BELLA,Manhattan,1002652,1002060016,Italian
40374974,CHEZ NAPOLEON,Manhattan,1025173,1010410005,French
40375108,TURKEY'S NEST TAVERN,Brooklyn,3061540,3022900017,American
40375286,LA VILLA DE PIZZA & RESTAURANT,Queens,4246916,4114290034,Pizza
40375369,OZONE PIZZERIA,Queens,4189621,4091190035,Pizza
40375616,ARTURO'S,Manhattan,1050540,1015650022,Italian
40375699,GENE'S RESTURANT,Manhattan,1009601,1005750086,Italian
40375839,COZY SOUP & BURGER,Manhattan,1008840,1005480070,American
40375929,VILLA FIORITA,Brooklyn,3161451,3062480050,Italian
40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,4124610,4055220001,Greek
40376142,LUSARDI'S RESTAURANT,Manhattan,1045226,1014520050,Italian
40376204,PORTOFINO,Queens,4078798,4032920015,Italian
40376290,KING'S ARMS RESTAURANT,Staten Island,5007359,5002750045,American
40376352,BLUE NOTE JAZZ,Manhattan,1008768,1005430066,American
40376493,THE WATER CLUB,Manhattan,1088948,1009620098,Seafood
40376495,MARCO POLO RISTORANTE,Brooklyn,3007223,3004350009,Italian
40376496,MANHATTAN MONSTER,Manhattan,1010232,1005920040,American
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,NULL,NULL,American
40376583,WAR MEMORIAL ICE SKATING RINK,Staten Island,NULL,5,American
40376635,"TRIPOLI RESTAURANT, SWALLOW CAFE",Brooklyn,3002955,3002850027,Mediterranean
40376718,PJ BERNSTEIN DELI & RESTAURANT,Manhattan,1043920,1014250001,Sandwiches
40376735,PJ CARNEY'S,Manhattan,1024903,1010290027,Irish
40376944,TOMOE SUSHI,Manhattan,1084919,1005250035,Japanese
40377124,JP'S WATERSIDE RESTAURANT,Bronx,2000000,2056360177,Seafood
40377243,JOHN & JOE PIZZERIA & RESTAURANT,Bronx,2049410,2043190050,Pizza
40377262,SUNSET PIZZERIA,Staten Island,5079745,5061450040,Pizza
40377294,MCDONALD'S,Queens,4090455,4037080033,Hamburgers
40377325,JACKSON HOLE,Manhattan,1020174,1009150062,Hamburgers
40377385,NAPOLI PIZZA,Queens,4149770,4069310001,Pizza
40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,3147848,3059180009,Pizza
40377560,HOT POT,Queens,4445249,4129670019,Caribbean
40377630,JOHNS CAFE & RESTAURANT,Manhattan,1037564,1013170028,American
40377789,CAFE LUXEMBOURG,Manhattan,1030348,1011580033,French
40378035,"DUNKIN', BASKIN ROBBINS",Queens,4141524,4064410030,Donuts
40378136,BROADWAY RESTAURANT,Manhattan,1056505,1018730020,American
40378190,NARITA JAPANESE RESTAURANT,Queens,4077496,4032390032,Japanese
40378212,CUCHIFRITO,Manhattan,1052256,1016430044,Mexican
40378571,IL CANTINORI RESTAURAUNT,Manhattan,1009097,1005610011,Italian
40378579,ANDREWS COFFEE SHOP,Manhattan,1015222,1008110001,American
40378796,KNIGHTS OF BARON DEKALB,Brooklyn,3248030,3088150035,American
40378822,WEST CORK-UNION HALL,Staten Island,5003624,5001390001,American
40378827,KOSHER HUT OF BROOKLYN,Brooklyn,3177500,3066640027,Jewish/Kosher
40378874,TERRA BLUES,Manhattan,1008649,1005370036,American
40379026,FLAMINGO,Queens,4037051,4015020003,Latin American
40379149,MONTE'S,Manhattan,1008734,1005420052,Italian
40379566,LONDON LENNIES,Queens,4070117,4030140026,Seafood
40379573,DUNKIN',Bronx,2095194,2052800001,Donuts
40379580,COOPER TOWN DINER,Manhattan,1020526,1009250039,American
40379628,HASAKI RESTAURANT,Manhattan,NULL,1,Japanese
40379662,MEZZALUNA,Manhattan,1044020,1014290002,Italian
40379746,RESTUARANT NIPPON,Manhattan,1036468,1013070029,Japanese
40379890,O'HARA'S,Manhattan,1001038,1000520010,American
40379920,E.A.T. CAFE,Manhattan,1046617,1014920017,American
40380164,CUCHIFRITOS,Bronx,NULL,2,Spanish
40380182,CLUB 101,Manhattan,1036144,1012950001,American
40380253,RIVERDALE DINER,Bronx,2083856,2057660757,American
40380422,CARLOS PIZZA,Queens,4091340,4037700024,Pizza
40380432,THE BITTER END,Manhattan,1008648,1005370035,American
40380457,ARRIBA ARRIBA,Manhattan,1025191,1010420001,Mexican
40380464,GEIDO RESTAURANT,Brooklyn,3028690,3011570006,Japanese
40380517,BARNEY GREENGRASS,Manhattan,1032218,1012170064,Jewish/Kosher
40380520,ANNAM BRAHAM RESTAURANT,Queens,4446002,4098540004,Indian
40380592,MONTERO BAR & GRILL,Brooklyn,3002254,3002580102,American
40380628,PISA PIZZERIA,Queens,4090148,4036980035,Pizza
40380657,PETE'S CLAM STOP,Brooklyn,3329350,3070740250,American
40380660,BURRITO LOCO,Manhattan,1010146,1005900031,Tex-Mex
40380826,FIT CAFETERIA (BUILDING A ) (8th ave),Manhattan,1014251,1007770018,American
40380996,SMILING PIZZA,Brooklyn,3025919,3010900074,Pizza
40381210,SYMPOSIUM GREEK RESTAURANT,Manhattan,1057007,1018840052,Greek
40381420,VILLAGE YOKOCHO/ ANGEL SHARE,Manhattan,1006737,1004640006,Japanese
40381551,CLARK'S RESTAURANT,Brooklyn,3001864,3002360112,American
40381595,PIETROS,Manhattan,1037552,1013160023,Italian
40381720,MISS LILY'S 7A,Manhattan,1005791,1004340029,Caribbean
40381797,ROSA MEXICANO,Manhattan,1040007,1013500030,Mexican
40382052,LATOURETTE GOLF COURSE,Staten Island,5141708,5023590001,American
40382057,DYKER BEACH GOLF (GRILL ROOM),Brooklyn,NULL,3,American
40382652,TOMMY'S PIZZA,Bronx,2077266,2054450005,Pizza
40382802,PARNELL'S PUB,Manhattan,1039803,1013450030,Irish
40383003,COBBLESTONE PUB,Queens,4079984,4033460020,American
40383033,O'SULLIVAN'S PUB,Brooklyn,3154131,3060630038,American
40383044,PIZZA WAGON,Brooklyn,3153551,3060450039,Pizza
40383067,RUSSIAN TURKISH BATHS,Manhattan,1005904,1004370015,Russian
40383147,IL TOSCANO RISTORANTE,Queens,4311774,4081000032,Italian
40383281,GABY'S PIZZA,Queens,4224410,4105330001,Pizza
40383284,VERDI RESTAURANT,Queens,4105654,4046620038,Italian
40383464,LE BERNARDIN,Manhattan,1023157,1010040020,French
40383496,THE GROTTO PIZZA,Manhattan,1078979,1000220017,Pizza
40383511,BRANDY'S PIANO BAR,Manhattan,1048734,1015300015,American
40383609,REAL MADRID RESTAURANT,Staten Island,5090069,5012340116,Spanish
40383737,CANLON'S RESTAURANT,Staten Island,5058330,5042650082,Italian
40383763,COUSIN JOHN'S CAFE AND BAKERY,Brooklyn,3019643,3009510046,Bakery Products/Desserts
40383819,LAST STOP (AI & JI) RESTAURANT,Bronx,2084211,2058011050,American
40383825,RUSSIAN SAMOVAR,Manhattan,1024821,1010230059,Russian
40383945,PIZZA D'ORO,Staten Island,5036646,5021600007,Pizza
40384036,MCDONALD'S,Brooklyn,3097670,3043470018,Hamburgers
40384188,LA MELA RESTAURANT,Manhattan,1006967,1004710019,Italian
40384340,FRIEND OF A FARMER,Manhattan,1017899,1008740065,American
40384458,DREAM PIZZA,Queens,4043853,4017590035,Pizza
40384507,IRENE'S PLACE,Brooklyn,3066706,3026790009,Polish
40384528,VESELKA RESTAURANT,Manhattan,1006363,1004500008,Eastern European
40384575,WHITE CASTLE,Brooklyn,3097774,3043680016,Hamburgers
40384662,J & R PIZZA,Brooklyn,3182549,3067820074,Pizza
40384671,CHEZ JOSEPHINE,Manhattan,1026332,1010510040,French
40384920,VICTORY SWEET SHOP,Queens,4015470,4007970006,Bakery Products/Desserts
40385057,CAPPUCCINO CAFE,Brooklyn,3149776,3059600003,American
40385157,PANGEA,Manhattan,1006471,1004530003,Mediterranean
40385161,AUTOMATIC SLIMS,Manhattan,1011923,1006357502,American
40385461,CLOISTER CAFE,Manhattan,1006744,1004640032,American
40385515,JIMBO'S HAMBURGER PLACE,Manhattan,1039951,1013470030,Hamburgers
40385580,LATTANZI,Manhattan,1025081,1010370106,Italian
40385584,PIZZA GARDEN,Queens,4438198,4053500001,Pizza
40385587,ISLAND,Manhattan,1047084,1015040055,Seafood
40385680,EASTWOOD MANOR,Bronx,2061045,2047430008,American
40385693,"SALUMERIA BEILLESE, BIRICCHINO REST",Manhattan,1014272,1007780071,Italian
40385774,PARK PLAZA RESTAURANT,Brooklyn,3339177,3002170001,American
40385852,SAM'S PLACE,Manhattan,1019157,1008940063,Italian
40385873,RAY'S PIZZA,Manhattan,1023165,1010060063,Pizza
40385885,HUNTER'S STEAK & ALE HOUSE,Brooklyn,3155496,3061140033,Steakhouse
40385955,LJUBO'S PIZZERIA,Bronx,2041856,2039810022,Pizza
40386001,PRIMOLA RESTAURANT,Manhattan,1044690,1014390003,Italian
40386058,ARIRANG HIBACHI STEAK HOUSE,Staten Island,5065708,5051430008,Japanese
40386067,COUNTRY DONUTS,Staten Island,5073190,5054970007,Donuts
40386147,JACKS FIRE DEPARTMENT,Queens,4002405,4001860026,American
40386278,VENICE PIZZA,Bronx,2096652,2039387501,Pizza
40386303,PIZZA PLUS,Brooklyn,3026122,3010940005,Pizza
40386340,NILES RESTAURANT,Manhattan,1015174,1008060076,American
40386425,TASTY'S,Queens,4086258,4035740025,American
40386528,ERIN'S ISLE,Queens,4103810,4045620082,Italian
40386556,WESTSIDE RESTAURANT,Manhattan,1029632,1011410013,American
40386569,SAL AND CARMINE PIZZA,Manhattan,1056518,1018730052,Pizza
40386570,CUBBYHOLE,Manhattan,1011062,1006150100,American
40386612,WHITE CASTLE,Queens,4138264,4062870032,Hamburgers
40386619,PERIYALI,Manhattan,1015490,1008227502,Greek
40386646,CLUB METROPOLITAN,Manhattan,1085969,1010097501,American
40386672,FRANK'S SOUP BOWL,Bronx,2058738,2046830049,Caribbean
40386675,COPPER KETTLE,Queens,4000977,4001310017,American
40386722,SANREMO PIZZA,Queens,4082759,4034610061,Pizza
40386747,ARNO RISTORANTE,Manhattan,1015264,1008140001,Italian
40386837,WHITE CASTLE,Brooklyn,3256546,3039580049,Hamburgers
40386976,LUPE'S EAST L.A. KITCHEN,Manhattan,1007099,1004760015,Mexican
40386999,DUE,Manhattan,1085208,1015080035,Italian
40387027,LA CASA DEL POLLO RESTAURANT,Queens,4036273,4014750042,Chicken
40387143,WHITE CASTLE,Bronx,2023595,2037210001,Hamburgers
40387162,DA UMBERTO RESTAURANT,Manhattan,1014656,1007930031,Italian
40387178,WHITE CASTLE,Bronx,2011938,2030670012,Hamburgers
40387243,JIMMY MAX RESTAURANT,Staten Island,5101265,5004670008,American
40387277,PECULIAR PUB,Manhattan,1008647,1005370034,American
40387399,ARTURO'S PIZZA,Bronx,1064668,2022150528,Pizza
40387418,TAL BAGELS DELI,Manhattan,NULL,1,Bagels/Pretzels
40387528,WALNUT BUS STOP,Bronx,2097591,2025940001,American
40387754,TRATTORIA DELLA ARTE,Manhattan,1024896,1010280033,Italian
40387825,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,Brooklyn,3336279,3054150022,American
40387861,WESTWAY DINER,Manhattan,1024979,1010340063,American
